Name,Category,State,City,Rating
Aamantran Fast Food,Restaurant,Gujarat,Ahmedabad,4.2
Aamantran Pure Veg,Restaurant,Telangana,Hyderabad,4.2
Aamantran Restaurant,Restaurant,Madhya Pradesh,Indore,4.2
Aamar Bangla Restaurant,Restaurant,West Bengal,Kolkata,3.8
Aamchi Mumbai,Restaurant,Madhya Pradesh,Indore,4.3
Aamhi Marathi,Restaurant,Gujarat,Vadodara,3.8
Aamhi Pohekar,Restaurant,Maharashtra,Pune,4.6
Aami Bangali,Restaurant,West Bengal,Kolkata,3.6
Aami Bangali,Restaurant,Jharkhand,Jamshedpur,3.8
Aami Bangali Restaurant,Restaurant,Jharkhand,Ranchi,3.9
Aami Bangali Restaurant,Restaurant,West Bengal,Asansol,4.4
Aaminia Biryani,Restaurant,West Bengal,Siliguri,3.2
Aamio Petuk,Restaurant,Jharkhand,Ranchi,4
Aamis,Restaurant,Assam,Guwahati,3.1
Aamrapali Sweets And Fast Food,Restaurant,Uttar Pradesh,Lucknow,4.2
Aanand Sweets,Restaurant,Uttar Pradesh,Saharanpur,4
Aananda Multi-Cuisine Pure Veg Restaurant,Restaurant,Telangana,Warangal,3.9
Aangan,Restaurant,Uttar Pradesh,Meerut,3.3
Aangan,Restaurant,Uttar Pradesh,Lucknow,4
Aangan Cafe,Restaurant,Punjab,Jalandhar,4
Aangan Restaurant & Bar,Restaurant,Uttarakhand,Dehradun,4.3
Aao G Khao G,Restaurant,Odisha,Bhubaneswar,3.6
Aao Ji Haryana Dhaba,Restaurant,Uttar Pradesh,Allahabad,4.3
Aao Sa Pavitra Bhojnalaya,Restaurant,Rajasthan,Jaipur,3.9
Aaojee Khaojee,Restaurant,Chhattisgarh,Raipur,3.6
Aap Ki Chai,Restaurant,West Bengal,Kolkata,3.8
Aap Ki Khaatir,Restaurant,Uttar Pradesh,Aligarh,3.9
Aapka Apna Pizza,Restaurant,Uttar Pradesh,Bareilly,3.8
Aapka Apna Restaurant,Restaurant,Madhya Pradesh,Indore,4
Aapki Apni Rasoi,Restaurant,Punjab,Ludhiana,3.8
Aapki Rasoi,Restaurant,Madhya Pradesh,Indore,4.1
Aapno Pizza,Restaurant,Uttarakhand,Dehradun,3.5
Aapno Rajasthan,Restaurant,West Bengal,Kolkata,4.3
Aar Kay Vaishno Dhaba,Restaurant,Punjab,Jalandhar,4.4
Aaradhana Restaurant,Restaurant,Madhya Pradesh,Ujjain,3.2
Aaradhya Dhaba,Restaurant,Chandigarh,Chandigarh,3.1
Aaradhya Sweets,Restaurant,Maharashtra,Nashik,3.6
Aarian Atithya,Restaurant,Assam,Guwahati,3.8
Aarna's Restaurant,Restaurant,Uttar Pradesh,Kanpur,3.9
Aarnav -Pure Veg Family Restaurant,Restaurant,Maharashtra,Nashik,3.7
Aarohi Food,Restaurant,Maharashtra,Nagpur,2.8
Aarti Bhojanalya,Restaurant,Madhya Pradesh,Indore,3.7
Aaru Food Junction,Restaurant,Madhya Pradesh,Jabalpur,4
Aarush Kitchen's,Restaurant,Uttar Pradesh,Moradabad,3.6
Aarvam Regale & Cafe,Restaurant,Uttar Pradesh,Varanasi,4.3
Aarya's Kitchen,Restaurant,Maharashtra,Amravati,3.4
Aarya's Spicy Food,Restaurant,Uttar Pradesh,Gorakhpur,4.3
Aashapura Dabeli,Restaurant,Gujarat,Rajkot,4.5
Aashirwaad Veg Family Restaurant,Restaurant,Uttar Pradesh,Bareilly,4.1
Aashirwad Kitchen,Restaurant,Uttar Pradesh,Lucknow,3.9
Aashirwad Restaurant,Restaurant,Delhi,Delhi NCR,3.9
Aashirwad Restaurant,Restaurant,Assam,Guwahati,4.1
Aashirwad Restaurant & Dining Hall,Restaurant,Rajasthan,Udaipur,3.5
Aasife & Brothers Biryani Center,Restaurant,Tamil Nadu,Coimbatore,4
Aasife Biriyani,Restaurant,Tamil Nadu,Tirunelveli,3.7
Aasife Biriyani,Restaurant,Tamil Nadu,Coimbatore,4
Aasife Biriyani,Restaurant,Tamil Nadu,Madurai,4
Aasife Biriyani,Restaurant,Kerala,Trivandrum,4.1
Aasife Biriyani,Restaurant,Tamil Nadu,Trichy,4.2
Aasife Biryani,Restaurant,Tamil Nadu,Salem,3.7
Aasing's Kitchen,Restaurant,Maharashtra,Pune,4.4
Aasman,Restaurant,Bihar,Patna,4.2
Aasra Cafe Star,Restaurant,Maharashtra,Mumbai,3.9
Aastha Bengali Mess,Restaurant,Karnataka,Bangalore,4.1
Aaswad,Restaurant,Maharashtra,Mumbai,4.2
Aaswad Family Restaurant,Restaurant,Maharashtra,Nagpur,3.3
Aaswad Family Restaurant,Restaurant,Maharashtra,Nagpur,3.6
Aaswad Lunch & Dinner,Restaurant,Andhra Pradesh,Visakhapatnam,4.1
Aatha Kadai,Restaurant,Tamil Nadu,Madurai,3.9
Aathale's,Restaurant,Rajasthan,Kota,4.3
Aathira's Kitchen,Restaurant,Karnataka,Belgaum,4.2
Aatho Kadai,Restaurant,Tamil Nadu,Chennai,3.3
Aayan's Kitchen,Restaurant,Karnataka,Mangalore,4.1
Aayushi's Panificio,Restaurant,West Bengal,Siliguri,4.1
Aazad,Restaurant,Gujarat,Ahmedabad,4.1
Aazebo,Restaurant,Telangana,Hyderabad,4.2
Ab Chai Pe Charcha,Restaurant,Gujarat,Ahmedabad,3.2
Abar Baithak,Restaurant,West Bengal,Kolkata,4
Abar Khabo,Restaurant,West Bengal,Kolkata,3.5
Abar Khaboo,Restaurant,West Bengal,Kolkata,4.1
Abar Khaboo Roll Corner,Restaurant,West Bengal,Kolkata,4.1
ABB - Andrea's Bar & Brasserie,Restaurant,Delhi,NCR,4.3
Abba Da Dhaba,Restaurant,Maharashtra,Jalgaon,3.5
Abba's Dastarkhwaan,Restaurant,Uttarakhand,Dehradun,4
Abbasi Chicken Crunchy Bites,Restaurant,Uttar Pradesh,Gorakhpur,4.1
Abbott's Cafe N Bistro,Restaurant,Punjab,Ludhiana,4.3
Abcos Food Plaza,Restaurant,West Bengal,Kolkata,4.5
Abdul Moradabadi Chicken Corner,Restaurant,Punjab,Jalandhar,3.3
Abdullah Biryani House,Restaurant,Uttar Pradesh,Kanpur,3.6
Abhi Ruchilu,Restaurant,Telangana,Hyderabad,3.5
Abhiayush Food Hub,Restaurant,Assam,Guwahati,3.9
Abhiman Pure Veg,Restaurant,Maharashtra,Pune,4.3
Abhinandan,Restaurant,West Bengal,Kolkata,3.9
Abhinandan Restaurant,Restaurant,Rajasthan,Udaipur,4
Abhinandan Veg Restaurant,Restaurant,Madhya Pradesh,Jabalpur,4.2
Abhiruchi Gruh Udyog,Restaurant,Maharashtra,Nashik,4.4
Abhiruchi Swaghruha Foods,Restaurant,Telangana,Hyderabad,4.5
Abhiruchi Veg Parcel Center,Restaurant,Maharashtra,Jalgaon,4.1
Abhi's Kitchen,Restaurant,Telangana,Warangal,4
Abhi's Kitchen & Foods,Restaurant,Maharashtra,Nashik,4.1
Abhi's Kitchen Club,Restaurant,Punjab,Amritsar,4.1
Abhi's Sugran,Restaurant,Maharashtra,Nashik,3.8
Abhishek Bhel Puri,Restaurant,Punjab,Ludhiana,4.2
Abhishek Chinese Corner,Restaurant,Punjab,Amritsar,4.1
Abhishek Dhaba,Restaurant,Uttar Pradesh,Agra,3.8
Abhishek Non Veg Restaurant,Restaurant,Maharashtra,Pune,4.3
Abhishek Sweets,Restaurant,Maharashtra,Nashik,3.6
Abhishek Veg Restaurant,Restaurant,Maharashtra,Pune,4.3
Abid's,Restaurant,Tamil Nadu,Chennai,4.2
Above & Beyond By Country Express,Restaurant,Rajasthan,Kota,4.3
Abraco,Restaurant,Goa,Goa,4
ABR's Kitchen,Restaurant,Uttar Pradesh,Allahabad,4.2
Ab's,Restaurant,Maharashtra,Mumbai,4.3
AB's - Absolute Barbecues,Restaurant,Tamil Nadu,Trichy,3.1
AB's - Absolute Barbecues,Restaurant,Tamil Nadu,Coimbatore,3.3
AB's - Absolute Barbecues,Restaurant,Punjab,Jalandhar,3.4
AB's - Absolute Barbecues,Restaurant,Andhra Pradesh,Vijayawada,3.5
AB's - Absolute Barbecues,Restaurant,Jharkhand,Ranchi,3.6
AB's - Absolute Barbecues,Restaurant,Assam,Guwahati,3.6
AB's - Absolute Barbecues,Restaurant,Telangana,Hyderabad,3.6
AB's - Absolute Barbecues,Restaurant,Tamil Nadu,Chennai,3.7
AB's - Absolute Barbecues,Restaurant,Karnataka,Bangalore,3.7
AB's - Absolute Barbecues,Restaurant,Chandigarh,Chandigarh,3.7
AB's - Absolute Barbecues,Restaurant,Maharashtra,Nagpur,3.8
AB's - Absolute Barbecues,Restaurant,West Bengal,Kolkata,3.9
AB's - Absolute Barbecues,Restaurant,Maharashtra,Pune,4
AB'S Kitchen,Restaurant,Uttar Pradesh,Kanpur,3.6
Ab's Potoba,Restaurant,Karnataka,Belgaum,4
Absolute Momo,Restaurant,Uttar Pradesh,Gorakhpur,4
Absolute Momo Cafe,Restaurant,Bihar,Patna,4.2
Absolute Shawarma,Restaurant,Maharashtra,Solapur,3.4
Absolute Shawarma,Restaurant,Karnataka,Bangalore,3.7
Absolute Shawarma,Restaurant,Bihar,Patna,4
Absolute Shawarma,Restaurant,Uttar Pradesh,Gorakhpur,4
Absolute Shawarma,Restaurant,Uttar Pradesh,Kanpur,4
Absolute Tandoor,Restaurant,West Bengal,Siliguri,4.2
Absolute Thai,Restaurant,Tamil Nadu,Chennai,4.2
Abu Al Baik,Restaurant,Gujarat,Surat,3.9
Abul Biryani,Restaurant,West Bengal,Kharagpur,4.1
Aburish Restaurant,Restaurant,Tamil Nadu,Tirunelveli,3.8
Ace Bakers,Restaurant,Uttar Pradesh,Kanpur,4
ACE Food Zone,Restaurant,Rajasthan,Jodhpur,4
Achal Restaurant Banquet & Cafe,Restaurant,Bihar,Patna,3.8
Achanak Juice,Restaurant,Rajasthan,Jaipur,4.2
Achariz Food,Restaurant,Maharashtra,Nagpur,3.3
Achayathis Restaurant,Restaurant,Tamil Nadu,Chennai,4.1
Achija,Restaurant,Maharashtra,Mumbai,4.1
Achija Fast Food,Restaurant,Maharashtra,Mumbai,3.9
Achman Foods,Restaurant,Uttar Pradesh,Agra,4.2
Acs -2,Restaurant,Jharkhand,Ranchi,4.2
ACS 3,Restaurant,Jharkhand,Ranchi,4.4
ACS Chinese Flavour,Restaurant,West Bengal,Kolkata,4
AD Momos,Restaurant,Gujarat,Ahmedabad,4
AD Momos,Restaurant,Gujarat,Ahmedabad,4
Ada - E - Haandi,Restaurant,Delhi,NCR,4.2
Ada Sigdi Se,Restaurant,Chandigarh,Chandigarh,4.4
Adalat Hotel,Restaurant,Uttar Pradesh,Gorakhpur,3.9
Adalat Hotel,Restaurant,West Bengal,Siliguri,4.1
Adam Bakers,Restaurant,Telangana,Hyderabad,3.7
Adam's Kabab Shop,Restaurant,West Bengal,Kolkata,3.7
Adarsh Dhaba,Restaurant,Punjab,Ludhiana,3.7
Adarsh Ji Bhojnalaya And Fast Food,Restaurant,Madhya Pradesh,Bhopal,3.5
Adarsh Meat Shop,Restaurant,Punjab,Amritsar,3.6
Adarsha Hindu Hotel,Restaurant,West Bengal,Kolkata,4.2
Adda,Restaurant,Rajasthan,Jaipur,4.1
Adda,Restaurant,Uttar Pradesh,Varanasi,4.3
Adda Ghar,Restaurant,West Bengal,Siliguri,3.7
Adda Unplugged,Restaurant,Odisha,Bhubaneswar,4.2
Addy's Baithak,Restaurant,Madhya Pradesh,Indore,4.2
Addy's Burgers & Pizza,Restaurant,Uttarakhand,Haridwar,3.5
Adhikari Chinese Food,Restaurant,Chandigarh,Chandigarh,3.9
Adhiya Beef Biriyani,Restaurant,Tamil Nadu,Chennai,3.1
Adhiya Beef Biriyani,Restaurant,Tamil Nadu,Chennai,3.6
Adi Dada Bhai Restaurant,Restaurant,West Bengal,Siliguri,3.3
Adi Kalpana Pice Hotel,Restaurant,West Bengal,Siliguri,3.5
Adi Sree Hari Mistanna Bhandar,Restaurant,West Bengal,Kolkata,4.3
Adiga's,Restaurant,Karnataka,Bangalore,3.7
Adihaah Dhaba Cafe,Restaurant,Maharashtra,Sangli,3.3
Adihaah Restrocafe,Restaurant,Maharashtra,Sangli,3.1
Adihaah Restrocafe,Restaurant,Maharashtra,Sangli,3.6
Adil Biryani Centre,Restaurant,West Bengal,Kolkata,4.1
Adil Biryani Restaurant,Restaurant,West Bengal,Kolkata,4.1
Adingo,Restaurant,Gujarat,Rajkot,4
Adis Cafe,Restaurant,Maharashtra,Kolhapur,4
Adi's Cafe N Dine,Restaurant,Punjab,Jalandhar,3.8
Aditi,Restaurant,Maharashtra,Mumbai,4.2
Aditi Baked House,Restaurant,Uttar Pradesh,Kanpur,4
Aditi Kitchen,Restaurant,Jharkhand,Ranchi,4
Aditi Nasto & Chinese,Restaurant,Gujarat,Vadodara,4.1
Aditi Restaurant,Restaurant,Tamil Nadu,Coimbatore,4.1
Aditri Veg Restaurant,Restaurant,Maharashtra,Pune,4
Aditya Family Restaurant and Garden,Restaurant,Maharashtra,Amravati,4.1
Aditya Foods,Restaurant,Uttar Pradesh,Jhansi,3.7
Aditya Mutton Bhakri,Restaurant,Maharashtra,Nashik,4
Aditya Restaurant,Restaurant,Odisha,Cuttack,4.1
Aditya Sweets,Restaurant,Uttar Pradesh,Moradabad,4.1
Aditya Tiffin service,Restaurant,Chhattisgarh,Raipur,3.8
Adya's Multicuisine Restaurant,Restaurant,Jharkhand,Jamshedpur,3.6
Aelicious Cafe,Restaurant,Uttar Pradesh,Agra,3.5
Aerodine Multicuisine Restaurant,Restaurant,Uttarakhand,Dehradun,3.7
"Aesthetic’s Nutrition - Healthy Food, Simplified",Restaurant,Madhya Pradesh,Bhopal,4.2
AFC,Restaurant,Rajasthan,Kota,3.8
AFC,Restaurant,Uttar Pradesh,Lucknow,4.1
AFC - American Fried Chicken,Restaurant,Karnataka,Belgaum,4
AFC - American Fried Chicken,Restaurant,Rajasthan,Jodhpur,4.3
Afc- Arti Food Court,Restaurant,Uttar Pradesh,Meerut,4.4
AFC Restaurant,Restaurant,Uttar Pradesh,Gorakhpur,4.1
Affordabowl,Restaurant,Karnataka,Mysore,3.8
Afghan Darbar Restaurant,Restaurant,Maharashtra,Nagpur,4
Afghan Darbar Restaurant,Restaurant,Delhi,NCR,4.4
Afghani Tandoori Hub,Restaurant,Karnataka,Bangalore,3.4
Aflatoon Misal,Restaurant,Maharashtra,Nashik,3.3
Aflatoon Pavbhaji,Restaurant,Gujarat,Rajkot,3.2
Afra Tafri,Restaurant,Bihar,Patna,4
Afraa,Restaurant,Bihar,Patna,4.1
Afraa Deli,Restaurant,West Bengal,Kolkata,4.2
Afreen - Dine & Delivery,Restaurant,Uttar Pradesh,Lucknow,3.9
Afreen Chicken,Restaurant,Rajasthan,Bikaner,3.5
Afroz's Kitchen,Restaurant,Rajasthan,Bikaner,4
Afsar Bhai Kabab Corner,Restaurant,Uttar Pradesh,Bareilly,4.3
After Class Cafe,Restaurant,Uttar Pradesh,Allahabad,3.5
Afzal,Restaurant,Maharashtra,Mumbai,4.1
Afzal Biryani,Restaurant,West Bengal,Kolkata,4.3
Afzal Restaurant,Restaurant,Maharashtra,Mumbai,4
AG Ice Cream Parlour,Restaurant,Gujarat,Surat,4
AGA Heritage Club,Restaurant,Punjab,Amritsar,4.1
AGAA Heritage,Restaurant,Punjab,Amritsar,4
Agadbam,Restaurant,Gujarat,Rajkot,3.3
Agam Bakers,Restaurant,Uttar Pradesh,Lucknow,3.6
Agarwal Bakers,Restaurant,Uttar Pradesh,Gonda,3.1
Agarwal Bakery,Restaurant,Rajasthan,Jaipur,3.4
Agarwal Bhel And Chat,Restaurant,Gujarat,Surat,3.6
Agarwal Bhojnalya-Hathras wale,Restaurant,Uttar Pradesh,Kanpur,3.8
Agarwal Cake House,Restaurant,Uttar Pradesh,Moradabad,3.9
Agarwal Caterers,Restaurant,Rajasthan,Jaipur,4.4
Agarwal Chaat Corner,Restaurant,Uttar Pradesh,Jhansi,4.4
Agarwal Chat Bhandhar,Restaurant,Uttar Pradesh,Agra,4.1
Agarwal Fast Food Parlour,Restaurant,Rajasthan,Jaipur,3.9
Agarwal Fast Food Pure Veg,Restaurant,Maharashtra,Mumbai,4
Agarwal Food Court,Restaurant,Uttar Pradesh,Agra,3.9
Agarwal Mithai Bhandar,Restaurant,Gujarat,Ahmedabad,4.3
Agarwal Namkeen Bhandar,Restaurant,Rajasthan,Bikaner,3.9
Agarwal Restaurant Sweets And Dairy,Restaurant,Uttar Pradesh,Agra,3.8
Agarwal Snacks,Restaurant,Maharashtra,Nashik,3.3
Agarwal Sweet & Snacks,Restaurant,West Bengal,Asansol,3.9
Agarwal Sweet Palace,Restaurant,Tamil Nadu,Coimbatore,4.3
Agarwal Sweets & Dairy,Restaurant,Uttar Pradesh,Agra,4
Agarwal's Kulfi N Roll,Restaurant,Maharashtra,Mumbai,4.1
Agarwal's Pav Bhaji,Restaurant,West Bengal,Kolkata,4.2
Agarwals The Sweet Shop,Restaurant,Tamil Nadu,Coimbatore,3.8
Aggarwal,Restaurant,Delhi,NCR,3.8
Aggarwal Fast Food,Restaurant,Uttar Pradesh,Gonda,3.5
Aggarwal Hotel,Restaurant,Delhi,NCR,3.2
Aggarwal Sweets,Restaurant,Delhi,NCR,4
Aggarwal Sweets,Restaurant,Delhi,Delhi NCR,4.1
Aggarwal Sweets,Restaurant,Delhi,Delhi NCR,4.4
Aggarwal Vaishno Dhaba,Restaurant,Punjab,Jalandhar,4.1
Aggarwal Vaishnu Dhaba,Restaurant,Punjab,Patiala,3.5
Agra Biryani Hotspot,Restaurant,Uttar Pradesh,Agra,3.9
Agra Chat Bhandar,Restaurant,Punjab,Ludhiana,4
Agra Chat Cafe,Restaurant,Uttar Pradesh,Agra,3.5
Agra Fast Food And Restaurant,Restaurant,Uttar Pradesh,Agra,3.8
Agra Jain Jalebi Bhandar,Restaurant,Uttar Pradesh,Kanpur,4.2
Agra Misthan Bhandar,Restaurant,Rajasthan,Kota,3.9
Agra Mithai Ghar & Restaurant,Restaurant,Telangana,Hyderabad,4.2
Agra Restaurant,Restaurant,Maharashtra,Pune,4
Agra Sweet House,Restaurant,Uttar Pradesh,Kanpur,4.2
Agra Sweets,Restaurant,Telangana,Hyderabad,4.4
Agra Vala Sweets,Restaurant,Uttar Pradesh,Kanpur,4.4
Agrawal Brothers Frankie,Restaurant,Gujarat,Surat,4.3
Agrawal Chat Bhandar,Restaurant,Maharashtra,Jalgaon,4.1
Agrawal Dalwada House,Restaurant,Gujarat,Vadodara,3.8
Agrawal Ji Ke Parathe,Restaurant,Uttar Pradesh,Gorakhpur,3.6
Agrawal Lalaji Ghantewale,Restaurant,Madhya Pradesh,Indore,4.1
Agrawal Petha Bhandar,Restaurant,Rajasthan,Kota,4
Agrawal 's Fast Food And Snacks,Restaurant,Goa,Goa,4.2
Agrawal Sweets,Restaurant,Uttar Pradesh,Gorakhpur,3.8
Agrawal Sweets And Restaurant,Restaurant,Madhya Pradesh,Bhopal,3.9
Agrawal's Kitchen,Restaurant,Karnataka,Bangalore,4.1
Agrawal's Rajbhog,Restaurant,Madhya Pradesh,Bhopal,4
Agrawal's Resturant,Restaurant,Uttar Pradesh,Gorakhpur,3.6
Agrawat Sweets,Restaurant,Rajasthan,Jaipur,3.1
Agya Singh's Dhaba,Restaurant,Punjab,Patiala,4.3
Aha Biryanis,Restaurant,Andhra Pradesh,Guntur,4
Aha Spice,Restaurant,Andhra Pradesh,Vijayawada,4.2
Ahaa Restaurant,Restaurant,Andhra Pradesh,Nellore,3.6
Ahalan Mandi,Restaurant,Kerala,Alappuzha,3.9
Ahar Vaishno Dhaba,Restaurant,West Bengal,Siliguri,3.2
Aharam,Restaurant,Uttar Pradesh,Allahabad,4.1
Aharam Foods Private Limited,Restaurant,Uttar Pradesh,Allahabad,4.1
Ahare 8 Khana,Restaurant,West Bengal,Siliguri,4
Ahhaa! Prayagi,Restaurant,Uttar Pradesh,Allahabad,2.9
Ahling,Restaurant,Maharashtra,Pune,4.3
Ahmad Raza Star Family Restaurant,Restaurant,Andhra Pradesh,Vijayawada,4.3
Ahmedabad Chicken Biryani,Restaurant,Gujarat,Ahmedabad,3.4
Ahmedi Hotel,Restaurant,Gujarat,Surat,3.9
Aho Punjab,Restaurant,Gujarat,Ahmedabad,3.9
Ahoban Food Corner,Restaurant,West Bengal,Kolkata,4
Ahuja Chana Bhatura,Restaurant,Punjab,Jalandhar,4.1
Ahuja Chana Bhatura,Restaurant,Punjab,Jalandhar,4.3
Ahuja Indian & Chinese Food Court,Restaurant,Uttarakhand,Dehradun,3.8
Ahuja Proteins,Restaurant,Madhya Pradesh,Bhopal,4.1
Ahuja Refreshment Center,Restaurant,Uttar Pradesh,Meerut,3.9
Ahuja Vegetarian Restaurant,Restaurant,Punjab,Patiala,3.6
Ahuja's Kitchen,Restaurant,Punjab,Jalandhar,4
Ahuja's Sweets & Dairy,Restaurant,Uttarakhand,Dehradun,4.1
Aibaik,Restaurant,Tamil Nadu,Madurai,3.7
Aibaik,Restaurant,Tamil Nadu,Madurai,3.9
Aieroc Resto Cafe,Restaurant,Madhya Pradesh,Indore,4
Aifa's Biriyani,Restaurant,Tamil Nadu,Coimbatore,3.2
AIP - India's Burger,Restaurant,Uttar Pradesh,Lucknow,3.5
AIP - India's Burger,Restaurant,Uttar Pradesh,Lucknow,3.7
Air Flow Pizza,Restaurant,Madhya Pradesh,Bhopal,4
Air Lounge,Restaurant,Madhya Pradesh,Jabalpur,3.8
Air On Wheels,Restaurant,Uttar Pradesh,Gorakhpur,4.1
Airbus,Restaurant,Uttar Pradesh,Kanpur,4.3
Airport Bawarchi Restaurant,Restaurant,Telangana,Hyderabad,4.3
Aiswarya Fresh Juice,Restaurant,Kerala,Trivandrum,4.2
Aithey Biryani Restaurant,Restaurant,Andhra Pradesh,Vijayawada,3.9
Aizam Biryani Hub,Restaurant,Uttar Pradesh,Allahabad,3.7
Aizam's Food Treasure,Restaurant,Uttar Pradesh,Allahabad,4
AJ Cafe 91,Restaurant,Bihar,Darbhanga,3.8
Aj Drive In,Restaurant,Andhra Pradesh,Visakhapatnam,4.1
AJ Fast Food And Restaurant,Restaurant,Uttarakhand,Dehradun,4.4
AJ Fresh Food,Restaurant,Jharkhand,Jamshedpur,4
AJ Snacks,Restaurant,Tamil Nadu,Coimbatore,4
Aja- Honestly Good Food,Restaurant,Chandigarh,Chandigarh,4.3
Ajab Gajab Chat Bhandar,Restaurant,Rajasthan,Jaipur,3.6
Ajanta,Restaurant,Uttar Pradesh,Bareilly,4.5
Ajanta Cafe & Restro,Restaurant,Uttar Pradesh,Jhansi,3.9
Ajanta Cold Drinks And Ice Creams,Restaurant,Karnataka,Belgaum,4.5
Ajanta Hotel,Restaurant,West Bengal,Kolkata,3.9
Ajanta Sweets And Bakes,Restaurant,Uttar Pradesh,Bareilly,4.4
Ajay Chicken Center,Restaurant,Madhya Pradesh,Jabalpur,4
Ajay Hotel,Restaurant,Gujarat,Vadodara,4
Ajay Khaste,Restaurant,Uttar Pradesh,Lucknow,3.8
Ajay's,Restaurant,Gujarat,Surat,3.8
Ajay's,Restaurant,Gujarat,Vadodara,4.1
Ajay's,Restaurant,Gujarat,Surat,4.1
Ajay's,Restaurant,Gujarat,Surat,4.3
Ajay's Burger,Restaurant,Gujarat,Vadodara,4.1
Ajay's Parivar Char Rasta,Restaurant,Gujarat,Vadodara,4.3
Ajay's Takeaway Food,Restaurant,Gujarat,Surat,4
Ajay's Takeaway Food,Restaurant,Gujarat,Vadodara,4.4
Ajays Takeaway Foods,Restaurant,Gujarat,Surat,4.2
Ajeet Restaurant,Restaurant,Rajasthan,Kota,4
Ajit Bakery,Restaurant,Maharashtra,Nagpur,4.2
Ajit Bakery,Restaurant,Maharashtra,Nagpur,4.4
Ajit Sweets,Restaurant,Punjab,Jalandhar,4
Ajji Pork Hotel,Restaurant,Karnataka,Bangalore,4.1
Ajmeer Biriyani,Restaurant,Tamil Nadu,Coimbatore,4.1
Ajmeer Biriyani Centre,Restaurant,Tamil Nadu,Coimbatore,3.9
Ajmeer Maharaj Hotel,Restaurant,Andhra Pradesh,Guntur,4
Ajmer Food Express,Restaurant,Rajasthan,Ajmer,3.5
Ajmer Pizza Point,Restaurant,Rajasthan,Ajmer,3.9
Ajmeri Bakery,Restaurant,Maharashtra,Nashik,4
Ajmeri Chicken Shawarma,Restaurant,Gujarat,Vadodara,4.3
Ajmeri Darbar,Restaurant,Uttar Pradesh,Kanpur,4
Ajnabee Sweets,Restaurant,Tamil Nadu,Chennai,4.1
Ajnabee Sweets,Restaurant,Tamil Nadu,Chennai,4.3
Ajnabi Mithaai,Restaurant,Tamil Nadu,Chennai,4.3
Ajnabi Mithai Ghar,Restaurant,Tamil Nadu,Chennai,4.1
Ajooba Haji Biryani,Restaurant,West Bengal,Siliguri,3.7
Ajouter Bakers,Restaurant,Uttar Pradesh,Meerut,3.7
AJ'S Bistro,Restaurant,Bihar,Gaya,4
Ajwa Restaurant,Restaurant,Kerala,Trivandrum,4.1
Ajwaa Restaurant,Restaurant,Maharashtra,Kolhapur,3.7
Ak Amritsari Dhaba,Restaurant,Punjab,Amritsar,3.9
AK Biryani House,Restaurant,Maharashtra,Pune,3.3
AK Biryani House,Restaurant,Andhra Pradesh,Guntur,4.3
AK Laziz Food Hub,Restaurant,Uttar Pradesh,Lucknow,3.6
AK Pizza Wala,Restaurant,Uttar Pradesh,Agra,4
AK Restaurant And Catering,Restaurant,Kerala,Trivandrum,4.1
Aka Saka,Restaurant,Delhi,NCR,4.1
Akam Dhaba,Restaurant,Punjab,Amritsar,3.6
Akansha Food Corner,Restaurant,Bihar,Patna,3.1
Akash Deep Restaurant,Restaurant,Delhi,NCR,4.1
Akash Sweets & Restaurant,Restaurant,Uttar Pradesh,Aligarh,4.2
Akathiyan Mess & Tea Shop,Restaurant,Puducherry,Puducherry,4.2
Akbar Fast Food,Restaurant,Telangana,Hyderabad,3.6
Akbari Restaurant,Restaurant,Uttar Pradesh,Bareilly,3.8
Akhand Maggi,Restaurant,Rajasthan,Bikaner,4.2
Akhand Restaurant And Bhojanalaya,Restaurant,Madhya Pradesh,Indore,3.9
Akhila Chat,Restaurant,Odisha,Bhubaneswar,4.3
Akhni Biryani House,Restaurant,Uttar Pradesh,Agra,4
Akhtar's Samosa,Restaurant,Maharashtra,Pune,4.5
Akkad Bakkad Bombay Boo,Restaurant,Gujarat,Surat,3.8
Akkis Bistro,Restaurant,Maharashtra,Kolhapur,3.8
AKM Canteen,Restaurant,Maharashtra,Pune,3.6
Akram Grill,Restaurant,Uttar Pradesh,Aligarh,3.7
Akram Qureshi Foods,Restaurant,Delhi,NCR,4.1
Akrist Kitchen,Restaurant,Uttar Pradesh,Lucknow,3.4
Aksh Cafe,Restaurant,Chhattisgarh,Raipur,3.2
Akshar Pavbhaji & Chinese,Restaurant,Gujarat,Surat,3.8
Akshar Sweet & Farsan,Restaurant,Gujarat,Jamnagar,4.4
Akshaya Deluxe,Restaurant,Karnataka,Bangalore,4.3
Akshaya Park Restaurant,Restaurant,Tamil Nadu,Coimbatore,3.8
Akson Restaurant,Restaurant,Telangana,Hyderabad,4.3
Akss - India Reimagined,Restaurant,Rajasthan,Udaipur,4.5
AKU'S - The Burger Co.,Restaurant,Delhi,NCR,4.4
Al - Arabian Chicken Shawarma,Restaurant,Gujarat,Vadodara,4
AL - Baik,Restaurant,Telangana,Hyderabad,3.3
AL - Baik,Restaurant,Uttar Pradesh,Lucknow,4
AL - Baik,Restaurant,Maharashtra,Nashik,4.5
Al - Baike,Restaurant,Uttar Pradesh,Lucknow,3.8
Al - Baike - Arabecue,Restaurant,Uttar Pradesh,Lucknow,3.9
